Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,pred_giai_tri,pred_luu_tru,pred_nha_hang,pred_an_uong,pred_di_chuyen,pred_mua_sam,error_rate
"Hiu hiu mình có bạn làm ở Quy Nhơn nên đợt đến Quy Nhơn được dẫn đến đây ăn chứ trên mấy page review không thấy có nói 😆Mình thấy kiểu đúng toàn người địa phương đi ăn ở đây ý, mà phải đi sớm, tầm 9h sáng là hết rồi Bát bún khô, chan nước, rồi bẻ thêm ít bánh đa vào ăn hay hay í, mà nước khá cay nên nếu không ăn được cay thì vớt cái trộn bún thôi nha 😆 Có 18k/1 bát thôi ăn đã lắm :) bạn mình có đứa ăn 2 bát liền luôn. Ra bắc mà nhớ mấy món Quy Nhơn hoài à.",0,0,0,5,0,0,0.0,0.0,0.0,4.0,0.0,0.0,"an_uong((5, 4.0)),"
"Heekcaa là 1 thương hiệu trà sữa nổi tiếng. Mình nghĩ địa điểm khá thuận lợi, lại gần trường cấp 3. Mình thấy thức uống cũng tạm ổn , nhưng giá thì hơi cao . Không thể phủ nhận 1 điều là quán có không gian rộng rãi, thoáng mát, thoải mái và dễ thương có sự đầu tư và trang trí. Trà sữa uống vào cũng đậm vị trà , nhưng nếu bạn nào thích ngọt thì không phù hợp lắm , bởi mình thấy vị hơi nhạt. Được cái mấy bạn nhân viên dễ thương và thân thiện. Phục vụ rất nhiệt tình .",0,0,0,5,0,0,0.0,0.0,0.0,4.0,0.0,0.0,"an_uong((5, 4.0)),"
"Bạn mình ở Hà Nội vào quy nhơn chơi cần thuê xe máy để đi lại. Mình nghĩ ngay đến dịch vụ cho thuê xe máy số 1 Quy Nhơn của anh Hoài Bảo tại địa chỉ 27A Hoàng Hoa Thám. Qua cho lựa thoải mái, bên này xe đông cực kỳ, mỗi chi nhánh hơn 50 chiếc Nhóm bạn mình chốt 3 xe số và 4 xe ga được anh giảm cho 10% tổng bill thiệt đã Đứa nào cũng hài lòng khen xe đi ngon, kể từ lần đó ai hỏi mình chổ thuê xe máy mình đều chỉ qua đây ",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Mình hay ăn ở KFC hơn lotte và jollibee . Gà ở đây có vẻ ngon hơn và không bị mềm . Giá ở đây dao động trong khung từ 38k-150k theo từng suất ( mình lựa đại nên cứ cỡ đó mà quất chứ cũng k cố định ) . Khoai tây chiên ở đây chấm tương cực ngon , gà cũng ổn . Phục vụ nhanh nhưng nhân viên có vẻ rập khuôn và không hay cười cho lắm . Còn lại mọi thứ mình thấy khá ổn . Chỗ này khá rộng rãi nhưng hơi ồn cho những bạn thích yên tĩnh , ở trung tâm thành phố nên khá dễ tìm .",0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
"Có chỗ để xe máy ở tầng trệt, ở trong hẻm nhưng đường đủ rộng để xe 4 bánh vào tới nơi.",0,2,0,0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,"luu_tru((2, 4.0)),"
"Trong chuyến đi quy nhơn thì mình có ghé quán ăn tối, quán có không gian rộng và thoáng, phục vụ món thì nhanh nhưng gọi cho thêm nước chấm hay trà đá thì phải chờ lâu. Quán có menu trên tường giá cả rõ ràng và hợp túi tiền, Phần nem nướng và thịt nước cuốn 100k 4 người ăn no luôn, rau tươi, thị lát mỏng không bị dai, ướp vừa ăn. Nước chấm lạ miệng (mình chưa ăn loại nước chấm giống vậy bao giờ)",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
Làm ăn lom com.giá quản cáo thì ok.nhưng đến quán giá thì khác.làm ăn hai mặt.ko đáng để khách du lịch đến.,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
"Đây là lần thứ 2 mình quay lại quán này. Quá thật rất thất vọng, lần thứ 1 mình vào quán là hồi Tết, quán làm đồ uống và bánh cũng được. Còn bây giờ, mình rủ bạn vào quán uống lại, view thì vẫn như hồi Tết, nói chung cũng được nhưng quả thật nước dở quá xá luôn. Bạn mình đứa nào cũng chê cả, phần kem quá ngọt, ăn nó bột bột sao á, phần nước thì dở tệ. Nhân viên phục vụ thân thiện. Vì đồ uống dở mà giá cả thật sự quá cao so với mặt bằng Quy Nhơn nên chắc chắn không có lần quay lại nữa đâu.",0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
"Tối có order đồ ăn ở khách sạn nhưng đồ ăn hơi tệ, ko ngon như chi phí bỏ ra.",0,1,0,1,0,0,0.0,2.0,0.0,1.0,0.0,0.0,"luu_tru((1, 2.0)),"
Dịch vụ tốt! Xe đời mới cảm giác lái rất tốt! Sẽ sử dụng trong lần tới,0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Vẫn những trò chơi cũ thêm được 1 trò mới là nhà nhún. Nhưng là điểm tốt nhất ở Quy Nhơn để đưa trẻ đến chơi vào các ngày Lễ Tết. Còn ngày thường thì hầu như đóng cửa. Có nhiều trò vận động và tư duy cho trẻ em khi đến đây như lái xe, tàu điện, tàu lửa siêu tốc, nhà banh, trò chơi cảm giác mạnh, phao nổi, tô tượng, vòng quay, chuồng ngựa... Ở đây dịch vụ đều mang tính chất tự phát nên chưa có bài bản và quy mô, do đó cũng chỉ phục vụ vào cuối tuần và các ngày nghĩ lễ là chính. Giá cả bình quân từ 20-25.000 đồng 1 trò chơi tầm 3-5 phút mỗi trò. Giá mềm nên bay vèo 100.000 đồng vài phút rất nhẹ nhàng, êm ái
",5,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,"giai_tri((5, 3.0)),"
"Không gian, cảnh sắc, cùng với những ly cocktail ở đây như quyện vào nhau đầy sức hút",4,0,0,4,0,0,5.0,0.0,0.0,4.0,0.0,0.0,"giai_tri((4, 5.0)),"
"Trời nóng lên thì phải kiếm thứ gì ăn để giải nhiệt, đồ nào càng mát càng tốt, mình thì mình ưng ăn chè khúc bạch nhất. Quy Nhơn cũng có nhiều quán khúc bạch nhưng mình thì hay ăn ở đây tại nhà gần đây, với lại quán nhỏ cũng mát mẻ, dễ chịu. Giá mỗi chén khúc bạch chỉ có 15k thôi nhưng bao thơm nhé. Có điều khúc bạch ở đây thơm mùi nhãn chứ không phải vải, viên khúc bạch mềm mịn, ăn là chỉ có đã. Nói chung là thích ăn chè khúc bạch ở đây!",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
Đi xe khá tốt. Ab năm 2017 diễn ra suôn sẻ.,0,0,0,0,5,0,0.0,0.0,0.0,0.0,4.0,0.0,"di_chuyen((5, 4.0)),"
"Không gian công viên xanh mát, gần biển hài hòa không khí mùa hè cũng như mùa đông. Điểm đến lý tưởng để vui chơi, hẹn hò của tất cả mọi người khi ghé Quy Nhơn.
",5,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,
Nhà hàng có view nhìn ra cau Thu Thiêm và công viên Bach Dang rất đẹp vào buổi tối,0,0,4,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,"nha_hang((4, 5.0)),"
"Tất cả mọi thứ điều tuyệt vời, phòng rất sạch sẽ, thoáng mát, đầy đủ tiện nghi; nhân viên siêu nhiệt tình, và dễ thương. Giá phòng siêu tốt, dù cho bạn đặt qua booking hay trực tiếp tại khách sạn.",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Tôi đã đi taxi Vinasun vào ngày 1 Thứ Sáu tuần trước 14 tháng 6 từ Trung tâm Vincom đến đường Bùi Viện. 
Khi tôi đến đích, tài xế nói 30, 000 đồng, tôi nói không phải là 60 K đồng được hiển thị trong Đồng hồ. Anh nói 30 k. Tôi chuyển cho anh 500 K đồng để đổi, anh chuyển cho tôi hình như đổi 50 K đồng. Tôi cảm thấy trong lòng rõ ràng là thay đổi sai. Anh ấy nên trả lại cho tôi 470 k dong hoặc 440 K dong. Tôi cũng có lỗi vì đã vội vàng gặp bạn tôi ở đường Bùi Viện. Bạn bè của tôi đã khuyên tôi sau sự cố này là hãy lấy Grab Cab từ bây giờ và cũng đảm bảo rằng bạn có một thay đổi nhỏ với bạn, trong trường hợp các tài xế không có thay đổi cho bạn. Tôi đã rất tin tưởng vào Vinasun Tai, chuyến đi còn lại của tôi, tất cả những gì tôi đã lấy Grab Cars, và sau đó trên hành trình của tôi ở Hồ Chi được an toàn.",1,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,
"không có điều gì nè, nếu có thắc mắc gì thì mấy bạn lễ tân ở đây giải quyết rất là tốt á",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Thực đơn của bữa sáng chưa phong phú lắm cả thức ăn và thức uống, nếu thêm nhiều món nữa cho khách như mình sẽ hay hơn",0,0,0,3,0,0,0.0,0.0,0.0,3.0,0.0,0.0,
"Cám ơn Uber Bình Định đã cho tôi trãi nghiệm thú vị về Du lịch và giá gói cước rẻ , dể dàng đàm phán hợp đồng . Phải nói rõ thế này tuy không đúng Uber như Hà Nội và Sài Gòn . Nhưng dịch vụ không khác mấy mà có khi các bạn còn làm tốt hơn . Thank .",0,0,0,0,4,0,0.0,0.0,0.0,0.0,4.0,0.0,
"Tụi mình thường tụ tập tới các quán trà sữa để thư giãn. Không chỉ để uống nước mà còn để chơi, học bài, làm việc nhóm . Quán cũng khá là ít khách, được chia làm 2 gian. 1 bên là ghế ngồi, còn 1 bên là ngồi trên sàn. Những lúc mình đi 1 mình thì mình ngồi ghế, còn có bạn bè thì mình ngồi trên sàn. View khá là đẹp, chủ quán lại thoải mái. Tụi mình chơi từ 9h tới 14h . Các chỉ nhân viên cũng rất vui vẻ . Thức uống cũng rất ngon .",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
Một nơi khá tốt để có hải sản và các món ăn địa phương của Việt Nam với giá cả hợp lý. Tôi sẽ đề nghị đi ăn các món hải sản phổ biến hơn để sản phẩm tươi hơn.,0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
"Trà sữa HongKong (40k): Đến đây nhất định phải thử món này, trà sữa HôngKong được xem là đặc trung của quán, mùi vị ko quá béo, trà rất thơm và kèm theo Panacotta của riêng quán làm luôn. - Trà xanh hoa lài size M + milk foam (28k): trà xanh có vị hơi đắng và cũng hơi nhạt, kem cũng ok chưa quá đặc sắc, uống ly này mình ko có nhiều ấn tượng cho lắm ^^ - Sữa tươi trân châu đường nâu size M (27k): sữa là sữa tươi nha mn, ko phải kiểu sữa đóng hộp nên rất béo và thơm, trân châu ko quá ngọt, vị uống vừa phải, rất ok. ---Không gian nhỏ nhưng rất thoáng, trang trí siêu cute luôn đúng tone bánh bèo hường hường mình thích nữa 🤣 >> Mai mốt có dịp quay lại Bình Định, nhất định mình sẽ ghé lại quán.",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
"Ở đây chính xác như thị trường, các saler rất Rule. không có giá sửa chữa, vì vậy nếu bạn đến bạn hỏi bao nhiêu họ sẽ cho bạn biết rất tốn kém và hơn nếu bạn không biết giá rẻ bạn sẽ lãng phí tiền cho sản phẩm đó. Vâng sự kiện bạn biết giá rẻ bạn vẫn móc cho giá cả. Lời khuyên là: chỉ nhìn thôi. thưởng thức không mua ở đây.",0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,"mua_sam((4, 1.0)),"
"Không gian phòng khá thoải mái, sạch sẽ, nhân viên khách sạn khá thân thiện.",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Mình nghĩ ai muốn thuê xe máy ở dịch vụ này phải rất nên cân nhắc có nhất thiết phải thuê xe sát với sân bay không, vì lần rồi chiếc xe mình thuê có chất lượng rất tệ: bố thắng trước và sau đã mòn, kêu xoẹt xoẹt rất to; bộ bố nồi cũng tới hạn cần thay, xe rồ máy mãi mà vẫn rì rì dù đã về số thấp; dàn áo của xe đã cũ nên qua đường hơi sốc là kêu to lắm; đồng thời phuộc nhún và bạc đạn cũng cần được bảo trì…. Theo mình đánh giá đây là một chiếc xe chưa sẵn sàng để được cho thuê, chế độ bảo trì mà chủ xe suy nghĩ về xe là chưa được chuyên nghiệp. Thành ra mức giá thuê chiếc xe đó bị đắt, nếu xe chạy ngon lành thì là vừa tiền.",0,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,0.0,
"Không gian nhỏ nhưng ấm cúng, các bạn nhân viên nhiệt tình cực luôn nhé. Mình gọi cái set 3 gồm bò và đà điểu nướng, thêm cái lẩu 70k nữa là ăn 2ng vừa đủ ^^ Đồ nướng ở đây tẩm ướp ngon vừa miệng, nướng kèm bơ và dầu thơm nực. Lẩu ngon, nhưng bún hơi ít, toàn phải gọi thêm ~.~ Đồ ăn kèm ngon, cực thích kim chi :3 Nghe bạn mình nói pizza ở đây cũng ngon lắm mà chưa thử 😌😌 hẹn bữa sau quay lại ăn ;)))) Anyway hài lòng vs quán này ^^",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Hãng xe bố láo nhất mình từng gặp, không bao giờ đi hãng xe này lần 2",0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,
"Quy Nhơn là một trong những thành phố yêu thích của tôi tại Việt Nam và quán bar này là một trong những nơi tốt nhất để bạn có thể đi chơi ở đây.
 Thiết kế thoáng mát, bia lạnh bíp, bóng bàn, phi tiêu. . vv Rất nhiều hoạt động hàng ngày. Bạn có thể dễ dàng gặp gỡ một người mới ở đây: người nước ngoài, du khách ba lô, du lịch, người dân địa phương nên nó là một hỗn hợp tốt cho bầu không khí của họ. Rất khuyên! ! !",5,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,
"Ở ngay trung tâm, gần quảng trường thành phố. Hơn nữa, bạn quản lý rất dễ thương, nhiệt tình đổi phòng cho bọn mình ở một phòng view hướng biển mà giá lại không đổi. Phòng sạch sẽ và thoải mái.",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
Mọi thứ quá ok so với tầm giá.,0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Nhân viên là điểm cộng lớn, rất quan tâm mỗi khi khách đi ra hay đi vào, nhiệt tình, hỏi gì cũng trả lời nhỏ nhẹ lịch sự. Phòng sạch, đẹp, hài lòng.",0,3,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((3, 5.0)),"
"Đúng là chất :))), với cái tên để mang lại thương hiệu. Quán này view dễ thương lắm nè, sống ảo đẹp cực ảo luôn, với không gian nhẹ nhàng không quá màu mè. Về nước ở đây thì có 1 số đứa bạn bị fan nước ở đây, mình cũng thấy vậy, nước ở đây khá là ngon. Chắc dắt người yêu đi quán này miết quá trời ạ. Giá cả ở đây mình thấy cũng bình thường chứ không quá mắc, phù hợp cho sinh viên học sinh. Mình có thể mua ở đây để mang đi được nhé. Chúc quán thành công.",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Âm thanh hay ấm cúng, cuộc vui luôn được tiếp diễn không đứt quảng. Phục vụ nhiệt tình chỉ cần gọi là có. Năm sao
",5,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,
"Mỗi lần thèm pizza mình với em mình đều tới quán này. ☺️ Pizza không phải kiểu ngon thần kỳ nhưng được cái chất lượng rất ổn định, quán lại vừa có pizza vừa có bbq nên chị e mình siêu thích. Lần gần nhất mình ghé có thử thêm mì ý xốt kem thịt xông khói, cũng khá ổn vì hơi khô mong quán khắc phục điểm này. Pizza ngon nha ăn gần hết cái menu pizza rồi mỗi lần cứ thử một vị mới, vị nào cũng ok nên khỏi đắn đo nha cứ từ từ thử. Nhân viên nhiệt tình, dễ thương nè.😍 Bữa có uống nước chanh dây bạc hà với chanh thảo mộc gì ý ngon lắm nha.😘😘",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
Mình đến vào buổi trưa quán khá đông. Dù đông nhưng mình cũng k phải chờ quá lâu mới có đồ ăn. Món ăn theo bạn đi cùng mình thì ăn khá vừa miệng. Nhưng có lẽ với đứa ăn mặn như mình thì nó có hơi lạc một xíu. Nhưng quán sẽ là sự lựa chọn của mình vào những ngày không nấu cơm mà vẫn muốn ăn cơm.,0,0,0,4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,
"Quán chuyển địa điểm sang 31 Nguyễn Trãi và có thêm món mới GÀ TA NẤU SỮA ăn kèm bánh ướt ngon tuyệt. Phá lấu,lagu thì vẫn hương vị của ngày xưa,vẫn xuất sắc👍🏻👍🏻👍🏻",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"nhân viên cực kì nhiệt tình.Chấm 10 cho nhân viên,chỉ cần bạn nhắn nhân viên sẽ hỗ trợ hết mình.Cảm ơn vì sự nhiệt tình",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"Nhân viên thân thiện, tốt bụng cho mình check in sớm và sẵn sàng cho mình mượn xe để chạy khi không thuê được xe. Phòng có view đẹp, đầy đủ tiện nghi.",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
Quay lại quán. Nhất quyết ăn được món mì bay. Quán vẫn bẩn. Nhưng đỡ hơn đợt trước. Mì bay nhiều. Trình bày hấp dẫn. Đẹp mắt. Vị không có gì đặc biệt mì với gà nhiều nên đâm ra ngán. Mì bay 45k 1 phần. Nói chung là ăn cho biết chứ không ăn lại lần 2.,0,0,0,2,0,0,0.0,0.0,0.0,2.0,0.0,0.0,
"Nhưng hè nắng nóng tới rồi nên mình vừa rồi có thử qua món chanh tuyết của quán, chà, nói sao ta, mát lạnh các bạn ạ, cảm giác như tuyết tan dần trên đầu lưỡi ấy, tan tới đâu mát mẻ tới đó, lại còn chua chua ngọt ngọt nữa chứ, dễ uống lắm cơ, giá thì theo mình nhớ là 20-23k các bạn ạ, thử đi nha, dễ chịu lắm đó! Không gian ở quán không được lớn nhưng vẫn có những góc nhỏ xinh xắn cho các bạn tha hồ selfie. Điểm trừ là nếu đi đông người thì sẽ hơi khó khăn trong việc sắp xếp chỗ ngồi, nhưng bù lại nếu bạn muốn tìm chỗ để học bài hay muốn đi một mình để suy ngẫm thì Garden là lựa chọn hợp lí. Mà quán không chỉ bán nước không đâu, quán còn có cả rong biển cháy tỏi hay khô gà để nhâm nhi nữa đó. Gần đây quán có thêm khô gà lá chanh bên cạnh khô gà cay, vị cũng mới lạ hơn, rất đáng để thử đó, mà giá cũng vừa túi tiền lắm.",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
"Quán này nằm ngay góc đường vũ bảo vs cuối đường nguyễn lữ, không gian quán nhỏ và hơi bị chật hẹp nên về mùa hè thì ăn đồ nướng rất nóng nhé. nay quán có mở thêm không gian đối diện thấy hay tổ chức tiệc sinh nhật, tiệc tùng. Quán khá đa dạng về món ăn nướng, nếu chịu nóng để vào ăn quán ngon và giả cả rẻ như thế cũng đáng :))). Quán bắt đầu mở từ 6h tối và đóng cửa cũng khá muộn nên vô tư ăn uống <3 :). Ở đây nướng ngói nên thức ăn không bị cháy yên tâm ăn nhé. quán rất ok",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Lúc đầu KS báo giá là thuê xe Airblade giá 200k/ngày còn xe Nouvo 150K/ ngày. Mình quyết định thuê xe Nouvo giá 150k/ngày nhưng bên cho thuê báo là hết xe Nouvo chỉ còn loại xe này giá 180K. Lúc mình nhận xe thì là xe Liberty nhưng khá cũng mình nghĩ không đến nỗi nên đồng ý thuê, lúc lên xe đi mới phát hiện là xe này bị hư CÒI, bóp không kêu, chưa kể chân chống bị yếu, lúc dừng xe xém bị đổ. --> xe không đủ chất lượng để cho thuê. Lúc về mình có đề nghị trả xe và bên KS đã deal lại với bên kia giảm cho mình còn 120K/ ngày.",0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,"di_chuyen((1, 2.0)),"
Phòng cách âm không tốt. Tối ngủ nghe tiếng động của các phòng khác và tiếng máy giặt hơi ồn,0,2,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,
"Quán rất thân thiện, đồ ăn ngon với giá cả hợp lý , món ốc hương - ghẹ - ngao còi - ốc móng tay đều rất ngon. Nếu có dịp đến quy nhơn lần nữa gia đình mình sẽ quay lại quán <3",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Sân bay OK, mới tới lần đàu nhưng ổn",0,0,0,0,3,0,0.0,0.0,0.0,0.0,3.0,0.0,
"Chất lượng dịch vụ cho thuê ở đây rất tốt, Mr Bảo tư vấn tham quan nhiệt tình",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Dịch vụ quá bèo.ViP chỉ matxa thông thường. Ngoài ra giá cả thì cần gì tính giá trên trời. Quản lý phục vụ quá nghiệp dư. Tốn tiền vô ích. Đào quá tệ
",1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,
"Giữ xe hách dịnh, khách để xe sát bậc thềm thì quản lý ra đôi co chỉ chỏ (mặc dù không có biển cấm để, xe nhân viên vẫn để sát bên), nhân viên thu ngân thì không giải thích chương trình khuyến mãi, kẹo đường khuyến mãi cho trẻ em thì kêu máy hư khởi động lâu...dù khách hàng lâu năm Vinmart nhưng quá thất vọng
",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,2.0,
"Phòng sạch sẽ, đầy đủ tiện nghi cơ bản, nhân viên và chủ khách sạn rất vui vẻ thân thiện. Nhất định sẽ quay lại Arise hotel khi có dịp đến với TP biển Nha Trang",0,5,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,
"đến đây ăn thường thì mình đi tránh ngày lễ , vì ngại đông , thường thì mình gọi gà hấp hành 2 vợ chồng thêm con nhỏ thì gà hấp hành vs cháo lòng gà thì đúng bài , chất lượng gà tốt nhất trong mấy quán gà mình ăn ,k thể so sánh vs gà nhà nhé các bạn , mình thích nhất ở đây có ghế ngồi cho bé ăn , đi ăn vs con mà cực nhất là chổ cho bé ngồi. nhân viên phục vụ rất nhanh nhẹn! còn không gian thì khá phù hợp vs nhiều lứa tuổi",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Món ăn ngon, đậm đà, giá cả phải chăng, phục vụ chu đáo, nhiệt tình",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Quán này có bán tất cả các loại bún, nước dùng ngon, mình gọi bún sứa thập cẩm gồm ốc, riêu, chả cá có 40k/tô mà ăn no nê, trà tắc do chủ quán tự nấu, vị rất đậm đà. Bà chủ quán còn rất quan tâm và niềm nở, còn đến bàn hỏi ăn có được không. Nói chung rất thích quán này. Sẽ quay lại lần sau.",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Tết trung thu mình hay mua bánh Như Lan về biếu cho gia đình. Vì ba mẹ mình thích ăn bánh ở đây lắm và khen ngon mọi người ạ. Bánh ở đây giá cũng ko quá cao, nhưng rất chất lượng 😍",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
"Không để ý hải sản ra sao nữa, vì ăn xong bị tức ngực khó thở do người nấu nêm nhiều bột ngọt quá.",0,0,0,3,0,0,0.0,0.0,0.0,2.0,0.0,0.0,"an_uong((3, 2.0)),"
"Tôi và người yêu giận nhau hơn 1 tuần rồi. sau đó tôi đc 1 người bạn giới thiệu quần áo ở đây đẹp lắm. Nên tôi quyết định mua 1 chiếc váy tặng ny để làm hòa. kết quả là chúng tôi đi nhà nghỉ ngay sau đó.
",0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,4.0,
"Món ăn ở đây rất ngon. Gà rán hay gà nướng các loại đều rất hợp vị, gà rán giòn,không bị bở. Đặt biệt gà phô mai nhiều, phômai thơm, béo lắm luôn. Ngoài ra ở đây còn có bán các loại nước trái cây, cf , soda các loại. Và cách phục vụ của các bạn nhân viên, niềm nở, chu đáo, nhiệt tình và lễ phép với khách Hôm rồi mình đi sinh nhật cháu gái tại jollibee, cảm thấy rất thích không gian ở đây .Phù hợp để tổ chức sinh nhật, hội nhóm bạn bè 😍",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Xe đẹp, đời mới, chất lượng, giá cả cạnh tranh Thái độ phục vụ tốt, tư vấn nhiệt tình Có hổ trợ mang xe giao tận nơi và khi trả xe đến tận nơi lấy, không thu phí phát sinh hay phụ thu Mình thuê từ 16h ngày 19/06 đến 16h ngày 21/06 chỉ tính 2 ngày. Tính thời gian rất lợi cho khách hàng. Vote 5 sao vì rất hài lòng với dịch vụ cho thuê xe máy của bạn Hoài Bảo",0,0,0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,
"Mình book được phòng với giá quá ưu đãi, nói chung không có gì để chê, tất cả mọi thứ đều làm mình hài long",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Xe chạy ok ạ, giường nằm có chỗ cắm xạc rất tiện lợi luôn. Mấy chú hướng dẫn nhiệt tình nữa ạ. Mọi người đặt xe đi để ủng hộ nhà xe nha.",0,0,0,0,5,0,0.0,0.0,0.0,0.0,4.0,0.0,"di_chuyen((5, 4.0)),"
"Hải sản tươi ngon, chờ hơi lâu vì bắt hải sản làm khi có khách gọi nên có thể thông cảm. Giá cả phải chăng. Chỉ với 100k đã có 1 tô cháo hải sản siêu to khổng lồ phần cho 4 người ăn.",0,0,0,4,0,0,0.0,0.0,0.0,5.0,0.0,0.0,"an_uong((4, 5.0)),"
" Tôi đã mua một nam châm. Ở phía bên kia của bãi biển, có một cửa hàng lưu niệm khác. Nó rẻ hơn 10000 so với nhân viên bán hàng, nhưng nó đắt hơn Hội An. Không có Nam châm Đà Nẵng ở Hội An.",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,2.0,
"Nhân viên phục vụ tận tình, vui vẻ, giúp khách check in sớm nhất có thể và hỗ trợ khách đặt các dịch vụ. Rất linh động xử lý các yêu cầu của khách. Mình sẽ quay lại nếu có dịp đến Nha Trang.",0,4,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,"luu_tru((4, 5.0)),"
"Bị thích cái không gian ở đây tiệm bánh nhỏ này mới khai trương, đi ngang qua thấy đẹp nên ghé vào liền không gian kute kiểu nhẹ nhàng tinh tế vậy á, bánh trái cũng vậy nhìn cái nào cũng cưng cưng muốn ăn hết àh hihi",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
"Dịch vụ nhiệt tình, và người địa phương. Lần sau ủng hộ nếu có dịp.",0,0,0,0,4,0,0.0,0.0,0.0,0.0,5.0,0.0,"di_chuyen((4, 5.0)),"
"Không gian rộng rãi, nhiều dịch vụ giải trí phù hợp với gia đình, đội ngũ nhân viên bán vé hơn chậm ko linh hoạt lắm
",4,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,
"Quán phong cách hè phố, thoáng mát, thoải mái, trời mưa ngồi như trở về tuổi thơ 😜. Nước ngon, giá trung bình. Một số món rẻ hơn mặt bằng chung. Menu nhìn rất yêu. Món mình thích nhất là Trà Đào, Trà đen machiato và cafe caramel đá xay. Riêng cafe cốt dừa khả năng giá rẻ nhấ quy nhơn với 20k ly to thật to 💋",0,0,0,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,
