,comment
6613,"Cảm ơn các bạn đã cho chúng tôi một kỳ nghỉ tuyệt vời, với một đội ngủ nhân viên nhiệt tình, vui vẻ. Chúng tôi luôn hài lòng trong thời gian ở trong khách sạn các bạn, phòng đẹp, hiện đại, đồ ăn rất ngon. Cảm ơn các bạn!!🤗🤗"
6614,"Là một khách sạn ở trung tâm thành phố Đà Nẵng, cách biển khoản 5p đi bộ. Có view rấtđẹp nhìn ra biển và thành phố. Phòng đẹp, đồ ăn ngon và nhân viên rất nhiệt tình, rất thân thiện. Tôi rất hài lòng khi ở đây. Tôi sẽ quay lại đây trong thời gian tới."
6615,"Đây là khách sạn rất mới và hiện tại, nhân viên phục vụ rất chu đáo, nhiệt tình. Đồ ăn ngon, Tôi rất ấn tượng với buffet sáng ở đây rất phong phú và đa dạng, đặc biệt đồ ăn Hàn Quốc trên tần 16 rất rẻ và ngon. Bạn cũng có thể ngắm cảnh thành phố về đêm với một ly cocktail hay một ly rượu vang. Cảm ơn Royal Lotus đã cho tôi một kỳ nghỉ tuyệt vời."
6616,"Lần này đến Đà Nẵng chúng tôi đã có 1 kỳ nghỉ thật vui vẻ và thú vị. Khách sạn cũng là 1 kỷ niệm đáng nhớ. Nhân viên rất chuyên nghiệp và thân thiện. Khách sạn có nhiều tiện ích và thư giãn. Phòng rộng, sạch sẽ, tiện nghi tốt. Buffet sáng rất đa dạng và bổ dưỡng."
6617,"Khách sạn có chất lượng dịch vụ chu đáo, nhân viên thân thiện, nhiệt tình. Đồ ăn sáng phong phú, không gian rất lịch sự. Khu bể bơi có không gian rộng, có sân tổ chức tiệc rất thú vị. Có đầy đủ các dịch vụ giải trí"
6618,"Là một khách sạn 4 sao nhưng đã có những điểm đạt được chất lượng 5 sao, từ dich vụ phòng ở cho đến dịch vụ ẩm thực. Chất lượng phục vụ tốt cùng thái độ chuyên nghiệp. Ăn sáng phong phú đa dạng, ngon miệng và rất đáng khen. Nhân viên rất thân thiện, niềm nở vui vẻ, ân cần chu đáo. Gia đình tôi đã quay lại đây lần thứ 3 và hài lòng với chất lượng dịch vụ. Tôi sẽ giới thiệu cho bạn bè và đồng nghiệp đến với dịch vụ hoàn hảo của Royal Lotus Đà Nẵng."
6619,"Khách sạn nằm tại trung tâm thành phố, rất gần biển và các khu vui chơi giải trí và ăn uống. Nhân viên rất thân thiện và nhiệt tình giới thiệu về khách sạn và và Thành phố Đà Nẵng. ( Tôi có cảm tình với vạn Hùng) Bể bơi không quá lớn nhưng rất đẹp, có view thành phố Phòng ở có view đẹp, rộng rãi và rất sạch sẽ Tôi đặc biệt ấn tượng với bufet sáng, có rất nhiều lựa chọn từ các vùng miền khác nhau: nước trái cây thơm ngon theo mùa, bánh mì, bánh ngọt nhiều loại và đặc biệt có nhạc dân tộc được chơi trong suốt bữa ăn. Chắc chắn tôi sẽ quay lại khách sạn này!"
6620,"Mình có có hội cùng đồng nghiệp lưu trú tại Royal Lotus Đà Nẵng 3 ngày 2 đêm đầu tháng 5 rồi. Thực sự rất đáng để lựa chọn; khách sạn khá gần biển nên từ cửa sổ phòng mình trên tầng 15 có thể nhìn trọn ra biển và 1 phần núi. Phòng rất sạch, nội thất đồ gỗ kèm 01 bức tường màu xanh lam làm điểm nhấn càng cho mình cảm giác gần biển hơn. Mình thích Nhà Hàng Hàn Quốc trên tầng 11 đặc biệt là món Canh rong biển Hải Sản - ngon mê ly cộng thêm đồ ăn sáng rất phong phú và bày biện đẹp ấm cúng gần gũi với nhiều đặc sản vùng miền. Sáng nào cũng mong ngồi ăn sáng lâu lâu để còn nghe nhạc cụ dân tộc và ăn các món ăn yêu thích. Các bạn nhân viên bộ phận nào cũng thân thiện và nhiệt tình giúp đỡ ( đồng phục cũng rất là đẹp). Khách sạn ngay khu trung tâm và gần biển nên các hoạt động khá dễ"
6621,"Đây là lần đầu tiên tôi đến thành phố xinh đẹp này. Dù đôi chút bỡ ngỡ nhưng tôi nhanh cảm nhận được không khí trong lành, đồ ăn đa dạng, con người thân thiện của một thành phố biển với 5 cây cầu tuyệt đẹp. Royal Lotus đà nẵng đã giúp tôi thêm yêu thành phố này hơn. Ngay khi đặt chân vào sảnh tôi đã nhận được sự hỗ trợ rất tốt của bộ phận lễ tân. Đặc biệt Mr Nghĩa, quản lý tiền sảnh đã cung cấp những thông tin vô cùng hữu ích cho kỳ nghỉ 5 ngày của tôi. Ăn sáng buffet với hơn 100 món cùng với tiếng nhạc dân tộc, view phòng ngủ nhìn thẳng ra biển, ăn tối các món nướng và rượu vang với chi phí vô cùng hợp lý tại nhà hàng Panorama sky view tầng 16, bể bơi, phòng gym...và chỉ vài bước chân là bạn đã đặt chân ra biển Mỹ Khê. Tôi nghĩ để có được một kỳ nghỉ thú vị"
6622,"Đây là lần thứ 2 tôi công tác tại đà nẵng. Cũng là lần thứ 2 tôi lựa chọ Royal Lotus Hotel. Vẫn giống như lần đầu tôi cảm nhận được sự tiện nghi, thân thiện và khá là hài lòng với các dịch vụ ở đây. Ăn sáng buffet với hơn 100 món, đặc biệt có rất nhiều bánh ngọt rất ngon. Buổi tối tôi đã có khoảng thời gian thú vị tại nhà hàng Panorama trên tầng 16. Với không gian ngoài trời view nhìn ra biển, đồ ăn hàn quốc tinh tế. Đặc biệt món sườn nướng khổng lồ khiến tôi rất thích thú. Tôi nghĩ một địa điểm tuyệt vời thế này sẽ luôn khiến tôi an tâm trong những đợt công tác xa nhà! Cảm ơn Royal Lotus và đội ngũ điều hành."
6623,"Tôi có chuyến du lịch cùng bạn bè vao dịp tháng 5/2018 và cảm thấy rất tuyệt vời khi nghỉ tại Royal Lotus Hotel mặc dù khách sạn không sát biển nhưng vẫn cho cảm giác gần biền, đồ ăn thật sự rất ngon, hồ bơi ngoài trời tầng 4 rất tuyệt cho cảm giác thư giãn thoải mái Tôi tiếp tục trọn bạn nếu du lịch ở Đà Nẵng"
6624,"Phòng thoáng mát thỏa mái, đầy đủ tiện nghi tiện ích. Nhà hàng buffet đồ ăn phong phú đa dạng, bày trí đẹp mắt, món ăn phong phú. Ấn tượng với nhà hàng Hàn Quốc tầng 16, vừa thưởng thức món Hàn vừa ngắm tp. Đà Nẵng trên cao lung linh ánh đèn."
6625,"Mặc dù khách sạn nằm trong phố, không sát biển, tuy nhiên vẫn có cảm giác biển rất gần Hồ bơi trên tầng 4 rất sang chảnh, đặc biệt là bar ngay hồ. Vừa ngâm mình trong hồ vừa thưởng thức những ly rượu thật thích Cảm ơn 2 bạn pha chế rượu rất có tâm và có nghề. Bạn trước pha xong hết ca về, bạn sau vô thay ca vẫn biết được khẩu vị của khách Em gái lễ tân mang bill xuống cũng dễ thương và nhiệt tình. Giới thiệu các điểm ăn uống và khu vui chơi Đặc biệt cảm ơn bạn Hà nhân viên hồ bơi lúc đó và sau nay mới biết là còn làm bell ở sảnh. Cảm giác như đang ở nhà và cảm nhận được có lẽ đó là tính cách của con người Đà Nẵng Tất nhiên mọi thứ không phải hoàn hảo 100%. Mà cái quan trọng la thái độ và sự khắc phục nhanh chóng hay ko. Điều này thì nơi đây làm rất tốt. Và cũng rất tâm lý. Đoàn"
6626,"Cảm ơn bạn Linh FO đã hỗ trợ nhiệt tình, thái độ làm việc của bạn rất chuyên nghiệp. Nhân viên ở đây cũng rất dễ thương và thân thiện. Nhà hàng rộng rãi, sạch sẽ và có sự lựa chọn. Hồ bơi ở tầng 4 có thể nằm thư giản, trò chuyện. Nếu có dịp tôi sẽ lại quay lại Khách sạn Royal Lotus. Thanks!"
6627,Mình ở đây 1 đêm. Bước tới ks thật sang trọng. Nhân viên nhiệt tình. Chổ vui chơi rộng rãi. Thoáng mát. Ánh sáng về đêm đẹp. Nhân viên nhiệt tình. Ăn sáng ngon. Bể bơi sạch sẽ ko nghe mùi thuốc clo. Mình rất thích bể tắm của bạn. Có bar rượu. Nếu Bar đẹp hơn nữa thật tuyệt vời.
6628,"Tin tưởng đặt phòng cho bạn bè nhân dịp đón Tết cổ truyền và khách sạn đã không làm tôi thất vọng. Phòng sạch đẹp, view thành phố ban đêm rất đẹp, ăn sáng rất ngon và đa dạng, đặc biệt là thái độ đối với khách của nhân viên từ lúc check in đến lúc check out thật tuyệt vời. Chúng tôi rất hài lòng và sẽ quay lại dịp hè sắp tới."
6629,Tôi đến đây khá nhiều lần. Mọi thứ ở đây đều tuyệt nó khiến tôi hài lòng.Khách sạn View đẹp.Không gian thoáng mát. Là nơi nghĩ dưỡng tuyệt vời cho khách du lịch. Nhân viên nhiệt tình. Buffet tại Panorama ngon . Giá cả hợp lý. Very good 😚😚😚 Hãy đến đây và trải nghiệm khi tới Đà Nẵng 😉
6630,"- Vị trí ks ok, không quá xa trung tâm & rất gần khu ăn nhậu. - Nhà hàng Panorama mới giới thiệu thực đơn món HQ, menu combo ngon, ăn no & giá hợp lý. - Phục vụ rất thân thiện, từ bạn nữ mặc áo truyền thống HQ đón khách tại cửa thang máy cho đến nhân viên phục vụ (nhưng có lẽ phục vụ hơi ""quá chuẩn"" nên khách cảm thấy e ngại như đang ở ks 5* sang trọng, có khi cứ đon đả, xởi lởi, nói chuyện tự do với khách thì không khí phòng ăn sẽ thoải mái hơn - ý kiến cá nhân)."
6631,"Tôi và bạn đã tới Panorama hôm nay, nhà hàng đã cho chúng tôi 1 bữa tối ấm cúng, thịt nướng rất ngon và tôi rất hài lòng về cả phục vụ. Ngoài ra cảm ơn bạn Hoàng Tâm và Kim Thoa đã phục vụ vui vẻ tận tình. Nếu có dịp chắc chắn tôi sẽ ghé lại."
6632,"Tôi và bạn đã có buổi tối ý nghĩa và tuyệt vời tại nhà hàng Panorama. Không gian sang trọng , đồ ăn đa dạng. Tôi thật sự thích món Hàn Quốc ở đây. Ngoài ra cũng cảm ơn bạn Hoài Thương đã phục vụ rất chu đáo và vui tính. Tôi sẽ trở lại đây trong thời gian sắp đến."
6633,"Mình đã có một đêm tiệc chào mừng năm mới 2018 ấm cúng và đầy sôi động vào đêm 31/12 vừa rồi. Thức ăn ngon, phục vụ tốt. Nhân viên thân thiện, đặc biệt là bạn Thuý (bộ phận lễ tân). Mặc dù đến trễ nhưng mình vẫn có một đêm tiệc đáng nhớ, với 1 giải thưởng đầy may mắn đầu năm mới."
6634,"Chào các bạn! Các bạn có muốn biết tôi đang nghỉ gì về các bạn không? Các bạn đã để lại trong tôi rất nhiều ấn tượng tốt của Royal Lotus Đà nẵng việt nam.các bạn đã có một đêm kết nối đại tiệc chuyển giao năm cũ qua năm mới 2018 thật tuyệt vời với chương trình giao lưu giữa ẩm thực và âm nhạc để tạo nên một đêm sống động cho mọi người đó là điều tuyệt vời, tôi đến với các bạn vì tính chuyên nghiệp trong phục vụ điều đó cứ mỗi lần đến dự tiệc là lại cho tôi đam mê và thích thú. Nhân kỷ niệm ngày cưới của vợ chồng tôi tròn 30 năm các bạn đã tạo cho vợ chồng tôi niềm hạnh phúc dâng trào,tôi phải cảm ơn các bạn rất nhiều. Các bạn biết đấy khi tôi tham gia trò chơi và"
6635,"Nhà hàng Panaroma tọa lạc trên tầng 16 của khách sạn Royal Lotus. Ấn tượng đầu tiên của mình là không gian rất ấm cúng, view đẹp. Món ăn thì không chê vào đâu được, mình đặc biệt thích thịt nướng ở đây. Các bạn nhân viên thì rất tận tình và chuyên nghiệp. Chắc chắn là mình sẽ quay lại và sẽ giới thiệu bạn bè đến đây"
6636,"Tôi và anh đều là du học sinh đang sinh sống tại xứ sở hoa anh đào. Chúng tôi trở về VN tháng 11 vừa rồi để tổ chức đám cưới. Chúng tôi đều rất thích biển và Đà Nẵng là nơi chúng tôi chọn để trải qua tuần trăng mật ngắn ngủi. Tham khảo rất nhiều từ bạn bè chúng tôi chọn Royal Lotus Hotel và rồi 3 ngày trăng mật không thể tuyệt vời hơn. View đẹp, phòng sạch sẽ, thức ăn ngon,không gian lãng mạn nhân viên hết sức nhiệt tình.Đặc biệt là chúng tôi ấn tượng nhất đó là 1 anh tên Quốc Trưởng bởi sự nhiệt tình, chuyên nghiệp và cách nói chuyện rất hóm hỉnh. Một kì nghỉ tuyệt vời , có dịp trở về Đà Nẵng chúng tôi chắc chắn sẽ trở lại nơi này!Cảm ơn các bạn rất nhiều, đặc biệt là anh Trưởng, một anh bạn rất tuyệt!"
6637,"Lần đầu tiên đặt chân đến khách sạn,cực kì ấn tượng với cách hướng dẫn tận tình,phục vụ chu đáo của tất cả nhân viên ở đây,đặc biệt là Mr Khánh,đẹp trai và rất thân thiện,tôi thật sự rất rất hài lòng về những món ăn,chúng thật sự rất ngon,👍👍"
6638,"Mình có đi trăng mật vào đêm 5/12/17, mình rất ấn tượng với bạn Phượng- FO đã take care và tư vấn cho mình rất nhiều, và 1 bạn nam mặc vest ( bộ phận nhà hàng và buổi sáng buffet hôm sau, mình k biết tên vì mình k để ý nametag) đã phục vụ chu đáo và chụp cho vợ chồng mình những shot hình thật đẹp. Cảm ơn 2 bạn và bộ phận Housekeeping khách sạn đã cho mình 1 đêm trăng mật thật ngọt ngào và ấn tượng như vậy ( phòng rất sạch sẽ). Có dịp về Đà Nẵng, nhất định mình sẽ quay lại khách sạn ;) Thanks"
6639,Nhân viên hết sức nhiệt tình đặc biệt là chị Cẩm Vân và Khánh đã hướng dẫn tôi nhiệt tình khi tôi tìm kiếm sảnh để tham dự tiệc cưới và tư vấn về phòng khi tôi muốn tham khảo giá phòng . Sảnh cưới ở đẹp. Tôi và chồng sắp cưới sẽ suy nghĩ về việc tổ chức tiệc cưới tại đây. Chúng tôi dự định sẽ trở lại khách sạn vào tháng 1 để tìm thêm một số thông tin cần thiết.
6640,"Tôi và gia đình đã được trải nghiệm dịch vụ tại khách sạn Royal Lotus nhân kỳ nghỉ ở Đà Nẵng. Nhìn chung dịch vụ tốt, phòng ốc đẹp, nhân viên lễ tân rất thân thiện. Đặc biệt, bạn Cẩm Vân đã nhiệt tình tư vấn và hỗ trợ. Lần sau tới Đà Nẵng nhất định tôi sẽ quay trở lại khách sạn này."
6641,"Khách sạn ở gần biển, tiện ra tắm biển, ngắm mặt trời mọc. Mặt tiền đẹp, sảnh ấm cúng. Nhân viên lịch sự, tiếp đón nồng nhiệt. Phòng sạch sẽ, view đẹp. Đặc biệt nhà hàng của khách sạn làm đồ ăn ngon, đa dạng."
6642,"Lần đầu tiên mình ở hotel này, hotel rất đẹp và mọi thứ ko có gì để phàn nàn, Nhân Viên mr. Khanh rất thân thiện, đã tạo sự ngạc nhiên bất ngờ cho buổi sinh nhật của mình. Chuyến đi lần sau mình sẽ đến khách sạn này nữa. Rất cám ơn sự chuẩn bị chu đáo của khách sạn"
6643,"Thực sự đây không phải là lần đầu tiên mình đến Đà Nẵng, nhưng nghỉ dưỡng tại Royal Lotus đã khiến mình càng thêm yêu thành phố nhỏ bé này hơn. Khách sạn nằm cách biển chỉ khoảng 5 phút đi bộ , phòng ốc sạch sẽ , mới và tiện nghi . Bữa sáng ở đây phong phú , đồ ăn đa dạng và ngon miệng Đặc biệt, nhân viên khách sạn đều rất dễ thương và nhiệt tình. Mình ấn tượng với bạn Thoa lễ tân ( bạn có đôi mắt đẹp và cư xử rất dịu dàng ) , bạn Khánh có nụ cười tỏa nắng, thân thiện , anh Quốc Trưởng - driver thì nhiệt tình vô cùng , lại còn hài hước nữa. Thật tiếc vì lần này mình không ở Đà Nẵng lâu hơn được, nhưng nếu có dịp quay lại, chắc chắn mình sẽ vẫn chọn Royal Lotus làm điểm lưu trú cho kỳ nghỉ của mình."
6644,"Tôi đã đến đây cùng gia đình trong kỳ nghỉ 3 ngày 2 đêm, mọi thứ đều hoàn hảo từ phòng ốc đến hồ bơi, dịch vụ... Một điều khiến tôi vô cùng ngạc nhiên nữa là đồ ăn tại nhà hàng rất ngon, nhân viên phục vụ rất thân thiện, chu đáo. Dịch vụ tại quầy bar cũng rất tốt và lịch sự khiến tôi thật sự hài lòng. Cho tôi gởi lời cảm ơn riêng đến bạn Quốc Trưởng đã đón tiếp gia đình chúng tôi khi vừa xuống sân bay, chỉ dẫn tham quan những nơi hấp dẫn, đặc biệt cái tour du thuyền trên sông Hàn - thích cực. Tôi nhất định sẽ quay lại đây trong những chuyến đi tới cùng với bạn bè, người thân và giới thiệu với họ về một địa điểm tuyệt vời không thể nào bỏ qua khi đặt chân đến Đà Nẵng."
6645,"Khách sạn khá đẹp và tiện nghi. Nhân viên lễ tân rất nhiệt tình và hữu ích, đặc biệt là Mr Hung và Mr Son. Bữa sáng tạm ổn và phong phú. Sẽ chọn khách sạn của bạn cho kỳ nghỉ tiếp theo. Thank you so much Ngân"
6646,"Trước khi ra đà Nẵng cùng gia đình tôi cũng lang thang tìm khách sạn. Chẳng biết khách sạn nào vì sợ bị lừa nên vào đọc cmt cho chắc kaa. Thấy mọi người khen khách sạn này quá trời, đặc biệt là cái dzụ tài xế tên Trưởng, khen nhiều nên cũng an tâm, thế là book cho cả nhà. Công nhận, cha đó vui tính thiệt, hướng dẫn đi chỗ nào đẹp, thời gian nào đẹp. Bật mí kinh nghiệm này cho mọi người nhé, tài xế Trưởng chỉ đó: ví dụ như ai cũng đi Hội An ban đêm, nhưng thực ra buổi chiều tà mới là đẹp nhất. và những quán ăn hải sản tươi sống ngon, rẻ, không lo chat chém, không nhớ tên lắm, vì tài xế chỉ mà kaa. Sẽ quay lại"
6647,"Đà Nẵng nổi tiếng là một thành phố du lịch văn minh. Thật vậy, đường phố sạch đẹp, con người chân thật & dịch vụ đa dạng, phong phú. Một cách vô tình, tôi đã đến Royal Lotus để tận hưởng kỳ nghỉ hè của mình & tôi thật sự hài lòng với các dịch vụ ở đây. Phòng đẹp & sạch sẽ, đầy đủ tiện nghi & hiện đại. Hơn hết là thái độ của nhân viên ở đây rất lịch sự, đây là một điểm cộng cho khách sạn. Tôi đặc biệt thích anh tài xế tên Quốc Trưởng, anh là người bản địa & thể hiện được bản chất của người dân ở đây - chân thật nhưng hài hước, nhiệt tình & nhanh nhẹn. Anh đã giúp đỡ tôi rất nhiều trong những ngày tôi ở Đà Nẵng, anh giới thiệu cho tôi những địa điểm ăn uống, vui chơi & tôi đã thật sự cảm thấy rất thú vị ở đây. Cảm ơn Royal Lotus & Quốc Trưởng!"
6648,"Ở Hà Nội lâu quá, nhớ biển Đà Nẵng quá trời... Phòng view đẹp, thoải mái, tiện nghi, mà giá cả phải chăng nữa... Đặc biệt gặp cái ông Quốc Trưởng lái xe vui tính cực kì,,, chỉ dẫn tận tình... Hẹn gặp lại, rồi tao lại về thăm mày Đà Nẵng nhé ^^"
6649,"Đặt được phòng trên app du lịch có mã giảm giá nên book ngay lập tức . Tham khảo qa trip thấy ok nên khi đến rất thích thú . Khách sạn 4 sao với chất lượng tốt . Được khách sạn nâng hạng lên deluxe nên rất vui. Ăn sáng khá ngon nhất là bánh ngọt rất tuyệt . Phòng sạch sẽ hiện đại . Bể bơi tầng 4 nhạc hay , view được . Khách sạn có cầu thang máy quẹt thẻ phòng tuy hơi bất tiện nhưng nhanh và đảm bảo an ninh cho khách ."
6650,"Lần thứ tư tôi quay lại Đà Nẵng, cũng là lần thứ tư tôi chọn Royal Lotus. KS này cho tôi cảm giác ấm cúng như ở nhà. Phòng ngủ đẹp,các em Nhân viên thân thiện và cực kỳ dễ thương, ăn sáng với thật nhiều món ngon. Anh Triết bếp trưởng ở đây sẵn sàng phục vụ chúng tôi những món ngoài menu với tình yêu dành cho từng món ăn thể hiện qua sự bày biện và chất lượng và với một mức giá vừa phải. Em Thông ở tầng 1 làm việc rất chu đáo, em Hùng phục vụ ở tầng 16 vẫn vui vẻ nhiệt tình đón và phục vụ khách dù đã hết giờ làm việc, anh bảo vệ ( tôi xin lỗi quên tên mất) lịch sự nhường khách Lên tầng 16 dù anh ấy đang cần ra tầng 12 ..... Những hành động nhỏ thôi của các bạn cho chúng tôi cảm giác mình là Thượng Đế đúng nghĩa. Tôi vẫn sẽ trở lại Royal Lotus khi có dịp về Đà Nẵng. Chúc"
6651,"Mình đã đến Đà Nẵng rất nhiều lần và cũng trải nghiệm khá nhiều khách sạn ở thành phố biển xinh đẹp này. Nhưng mình rất ấn tượng với Royal Lotus Hotel. Khách sạn chuẩn 4* nhưng giá phòng rất hợp lí và các dịch vụ đi kèm rất ổn. Phòng sạch sẽ, sang trọng. Mình cũng rất hài lòng với thái độ phục vụ của đội ngũ nhân viên. Từ lễ tân đến buồng phòng, bảo vệ ...Đặc biệt là bạn lái xe tên Trưởng đã nhiệt tình chỉ dẫn và đưa mình đi đến những địa điểm rất hay, hay những chỗ ăn uống, vui chơi ở trong/ngoài thành phố. Nhất định sẽ quay lại Royal Lotus cho lần sau. Và tất nhiên là giới thiệu cho bạn bè, đồng nghiệp khi có kỳ nghỉ ở Đà Nẵng."
6652,"Tuy có 1 chút trục trặc trong công việc nhưng không làm ảnh hưởng nhiều đến kì nghỉ của chúng tôi , cảm ơn các bạn nhân viên từ các bộ phận đã cho chúng tôi một kì nghỉ ngơi rất hoàn hảo . Từ cảnh quan cho đến phòng ngủ , sân rất rộng và ra biển rất gần , nhộn nhịp và nhiều khách nước ngoài . Rất cảm ơn bạn Khánh đã chăm sóc gia đình tôi rất nhiệt tình . Tôi rất thích nhân viên và con người ở đây . Lần sau tôi sẽ quay lại đây."
6653,"nhân viên thân thiện, các dịch vụ đạt chuẩn 4 sao, buffet sáng ngon và phong phú, sẽ lựa chọn khách sạn và giới thiệu cho bạn bè nếu có dịp tới đà nẵng. Gần biển, xung quanh nhiều tiện ích quán ăn, cửa hàng tiện ích ,,,"
6654,"Mình đã có chuyến du lịch và nghĩ ngơi ở nơi này.. cảm thấy phục vụ rất tốt, thức ăn ngon, ko gian đẹp, sạch sẽ ...hy vọng sẽ quay lại đây vào một ngày ko xa.. Chúc cho Royal Lotus Hotel Danang ngày một phát triển hơn nhé.!"
6655,"Chuyến đi Đà Nẵng sau một hồi lựa chọn tôi đã chọn Royal Lotus theo lời đề nghị của một người bạn. Phòng đẹp, phục vụ tốt, đồ ăn sáng và đồ ăn ở khách sạn đều ngon. Đặc biệt có anh Khải, anh đã rất nhiệt tình tư vấn, giúp đỡ gia đình tôi trong thời gian chuyến du lịch, cám ơn anh nhiều ạ💟"
6656,"Gia đình tôi vừa trở về HN sau 6 ngày du lịch Đà Nẵng và ở khách sạn Royal lotus. Khách sạn tuyệt vời, nhân viên thân thiện, nhiệt tình, trách nhiệm. Ăn sáng ngon miệng, nhiều lựa chọn. Nếu không tắm biển thì đã có bể bơi trong lành, mát lạnh. Cảm ơn em Khánh, em Hoài Thương tầng 16 đã chăm sóc gia đình rất chu đáo. Lần sau vào Đà nẵng nhất định gia đình sẽ lựa chọn Royal Lotus để ở. Đà nẵng thật là thành phố yên bình và đáng sống."
6657,"Tôi đã có một kỳ nghỉ rất thú vị ở khách sạn Royal Lotus. Chất lượng phòng, nhân viên, đồ ăn đều làm chúng tôi hài lòng. Rất cảm ơn bạn Khánh nhân viên chăm sóc khách hàng đã hỗ trợ chúng tôi rất nhiệt tình, chúng tôi nhất định sẽ quay lại Royal Lotus"
6658,"Trong thời gian gia đình tôi ở ks cảm thấy rất hài lòng, nhân viên thân thiện, nhiệt tình đặc biệt là em Khánh chăm sóc gia đình tôi rất tốt . Ăn sáng đồ ăn nhiều, ngon. Hồ bơi con tôi rất thích . Sẽ quay lại khách sạn khi tới Đà Nẵnng"
6659,"Phòng đẹp và rất sạch sẽ, đồ đạc rất mới, và được chau chuốt từng chi tiết. Buffet sáng rất ngon và phong phú, nhân viên nice! Tuy nhiên có vấn đề ở phòng chơi trông trẻ, nhân viên ko hỏi thông tin khách hàng (số điện thoại, số phòng) mà vẫn đồng ý trông trẻ. Khi mình về thấy bé nhà mình đang chạy chơi lang thang 1 mình ngoài sảnh mà ko có ai trông!"
6660,"Khách sạn không sát mặt biển nhưng cũng ở vị trí khá gần. Nhân viên ở tất cả các bộ phận đều rất thân thiện và chuyên nghiệp. Bể bơi tiêu chuẩn quốc tế, rất sạch sẽ. Đồ ăn sáng như tiêu chuẩn ở khách sạn 5*. Điều mà mình ấn tượng nhất là trong bữa sáng, ngoài một số đồ uống thông thường còn có cả nước uống detox, điều này tuy nhỏ nhưng nó chứng tỏ khách sạn được quản lý rất chi tiết. Nhất định gia đình mình sẽ quay trở lại."
6661,Rất thích bể bơi và khu vui chơi trẻ em. Nhân viên cũng rất nice. Đồ ăn sáng khá phong phú. Năm sau đi lại vào. Mr khánh ở đo cũng rất dễ thương. Ăn uống gì có thể hỏi bạn í. Ks cách biển tầm 7 phút đi bọ. Khá phù hợp. Đi xe điện cũng thích. Chỉ có xe ôm là khá đắt
6662,Những gì tôi và gia đình trải nghiệm ở đây mang lại cảm giác có được từ dịch vụ 5 sao. Nhân viên thân thiện và chuyên nghiệp. Dịch vụ buồng tuyệt vời và đặc biệt là thực đơn bữa sáng phong phú mang lại cảm giác ngon miệng. Tôi dặc biệt ấn tượng với phong cách biểu diễn của các nghệ sĩ Philippine tại Sảnh và Sky Bar trên tầng 16. Nhìn chung đây là điểm đến mà tôi sẽ lựa chọn hoặc giới thiệu với bạn bè cho những dịp nghỉ tại Đà Nẵng trong tương lai. Xin cảm ơn.
6663,"Gia đình tôi đặt phòng deluxe view biển ,tuy có kê thêm giường phụ nhưng phòng vẫn rất rộng và thoáng ,hồ bơi đẹp và rất dễ chịu ,buổi chiều có buffet BBQ nhưng tiếc chưa được thử qua . Nhân viên thân thiện .Sẽ quay lại nếu có dịp"
6664,"Ăn sáng ở đây rất da dạng và nhiều lựa chọn. Mình đánh giá gần đạt mức ăn sáng của khách sạn 5 sao rồi. Phòng ốc sạch sẽ, khu vực chờ check in cực kỳ đẹp và khung cảnh thoáng đãng nhiều cây xanh. Nếu với mức tiền vừa phải bạn có thể ở ks này với tiêu chuẩn 4 sao. Bể bơi xinh xắn và có quầy bar cùng với barbecue vào mỗi buổi chiều phục vụ cho bể bơi. Tiếc 1 xíu thôi là ko đối diện ngay biển, nhưng có thể đi bộ khoảng 6 phút là ra đến biển. Rất thích khách sạn này. Sẽ quay lại lần sau."
6665,"Mình rất hài lòng khi sử dụng phòng của khách sạn . Mình dự định ở Novotel nhưng khi đọc đánh giá thì chọn ks Royal Lotus và cảm thấy rất happy khi chọn quyết định này . Phòng rất good và rộng , món ăn nhà hàng phong phú và ngon , có nhiều món để khách dễ lựa chọn . Mình có ý định là sẽ ở lại xem pháo hoa và mình đổi chuyến bay nhưng rất tiếc là ks đã hết phòng . Mình được 1 bạn nhân viên tên Quang Khánh đã nhiệt tình hướng dẫn cho mình book 1 khách sạn khác bên ngoài để ở thêm 3 ngày xem pháo hoa ở Đà Nẵng . Chuyến đi chơi này rất là vui và mình rất hài lòng ."
6666,"Đây là lần thứ 2 mình lưu trú tại Royal lotus khi đến Đà Nẵng, năm ngoái mình đến thì khách sạn mới khai trương. 02 lần lưu trú tại đây thì mình nhận thấy nhân viên rất thân thiện, 2 lần lưu trú mình đều được bên quản lý khách sạn chủ động nâng hạng phòng, đặc biệt buffet sáng rất ngon, có thể do đồ ăn phù hợp với người Việt Nam như mình, mình đánh giá buffet sáng tại Royal lotus ngon hơn Fusion Maia, Hyatt... Tuy nhiên lần này mình được xếp phòng sát gần cầu thanh máy, nên đến đêm là mình toàn bị mất ngủ do tiếng thang máy rất to, khách sạn năm nay đông khách lưu trú hơn năm ngoái, và có nhiều khách Trung Quốc nên mình thấy rất ồn, mình đã phải gọi điện đến lễ tân để phản ánh về việc đã quá nửa đêm nhưng phòng trên vẫn làm ồn, trẻ con chạy kêu ở hành lang ( đấy là về phía người"
