,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
1142,"Thích hợp cho các bé khám phá khoa học vật lý và thiên văn_x000D_
",5,0,0,0,0,0
4888,"Đi vòng vòng khu này tìm được massage bình định uy tín, nhiều dịch vụ bạn cũng nên trải nghiệm rồi cho nhận xét nha, mình thì 5 sao",5,0,0,0,0,0
3873,"Nhà hàng nhật đầu tiên ở quy nhơn. Mình thấy đây là nhà hàng chế biến đồ ăn nước ngoài vị chuẩn nhất mình biết hihi. Quán nằm trên đường diên hồng, bên cạnh cà phê sky và với màu đỏ nổi bật nên rất dễ tìm. Menu ở đây toàn những món đặc trưng cho sứ sở hoa anh đào, shushi, sashimi, cá hồi, mì udon ... đồ ăn khá vừa miệng, ăn hợp khẩu vị, nhà hàng sang trọng, phục vụ nhanh nhẹn, dễ thương. Mới vô là được chào đón nồng nhiệt luôn ^^ . Giá cả cũng khá hợp lí so với chất lượng và dịch vụ .",0,0,5,5,0,0
5001,"Mượn bàn ủi nhân viên báo hết bàn ủi, nhờ dịch vụ giặt ủi thì k có trong ks",0,1,0,0,0,0
3470,"Nơi massage lịch sự, bài trí sạch sẽ. Nhân viên tay nghề tốt, nhiệt tình. Đúng tiêu chí chăm sóc sức khỏe.",4,0,0,0,0,0
2176,Cảm giác quầy tiếp tân khách sạn hơi tối tăm. Nên cố gắng thay toàn bộ khăn tắm mới,0,2,0,0,0,0
4779,"Áo thun, quần baggy và áo khoác ở đây là sự lựa chọn khá ổn",0,0,0,0,0,4
1881,"Biển ổn,  sạch, không có rác, tuy nhiên nhiều người tắm nên nước biển đục, nhìn không thích lắm",3,0,0,0,0,0
961,Tiếng ồn của các máy móc từ các nhà cao tầng xung quanh làm ảnh hưởng đến sự yên bình,0,2,0,0,0,0
4450,"Anh chị lễ tân rất nhiệt tình, nói chuyện vui vẻ hay cười tạo cảm giác thoải mái và thân thiện cho khách, phòng đẹp hết nước chấm luôn, nhà vệ sinh sạch sẽ",0,5,5,0,0,0
1060,"Thật sự chưa thấy chổ nào cho thuê xe máy nhiệt tình và tận tâm như chổ này. Hôm trước mình có ghé 27a hoàng hoa thám thuê xe, hôm nay trả xe mãi lo ham chơi quên gọi hỏi ý anh chị chủ trước . Gần 11h mình mới gọi anh chị ra bến xe Kim Liên để trả xe vậy mà anh chị chủ vẫn rất vui vẻ và cởi mở hỏi han làm mình cảm thấy vô cùng có lỗi. Cảm ơn anh chị đã giúp em có xe tốt vi vu mấy ngày ở quy nhơn. Các bạn đến quy nhơn du lịch cần thuê xe máy cứ liên hệ chổ này là yên tâm nhất nhé",0,0,0,0,4,0
4247,"Nhân viên vui vẻ, chuyên nghiệp. Phòng tiện nghi. thiết bị mới và đẹp mắt, nhân viên phục vụ dễ thương, nhiệt tình.",0,5,0,0,0,0
3863,"Bánh hỏi cháo lòng mới đầu nghe mình hơi ngại vì lòng mình ít khi ăn được vì nặng mùi nhưng vẫn quyết tâm thử cho biết nhưng không ngờ lại ngon lắm luôn. Lòng làm sạch, tươi. Bánh hỏi và nước chấm và cháo cũng rất ô kê la. :)) Cả bàn như hình cộng thêm 2 ly sữa đậu nành mà chỉ có 70k.",0,0,0,5,0,0
1330,"Dịch vụ thật tồi tệ - đồ ăn và thức uống bị đổ trên bàn, sàn nhà kinh tởm cũng như nhà vệ sinh, tuy nhiên đồ ăn rất ngon và đáng đồng tiền bát gạo!",1,0,0,4,0,0
3330,Khi gọi món ăn thi thật thất vọng vô cùng :( Đồ ăn không có j đặc sắc mà giá thì trên trời. Lúc thanh toán còn plus thêm 10% VAT so với giá trong menu.,0,0,0,2,0,0
3304,"Menu này giá tết các bạn nhé... quán có rất nhiều món mới như gà cay phô mai, trà milk form, bingsu các loại, cà phê dừa... giá thành tương đối được so với mặt bằng và view của quán... mình vào quán và chọn món gà cay phô mai, sữa chua nếp cẩm và trà hoa Hibicus... Gà cay phô mai : tương đối dễ ăn có tobboki và gà... mà mình thấy hơi nhiều dầu mỡ... quán nên hạn chế 1 ít để ăn không bị ngáy... Sữa chua nếp cẩm : thức uống được nhiều người lựa chọn mỗi khi đến quán đặc biệt là chị em phụ nữ, ăn rất ngon và tốt nhé... ly nhiều nếp ăn rất ngon mà ko bị ngáy nhé... Trà hoa Hibicus : hoa hibicus ngâm đường thêm 1 ít bạc hà tạo nên hương vị lạ lạ mà uống ko thể lẫn vào đâu được... Quán luôn đổi mới và luôn bổ sung để phục vụ khách hàng tốt hơn...",0,0,0,5,0,0
502,"Nhà hàng đẹp, sang trọng, đồ ăn tươi ngon",0,0,5,5,0,0
2876,"Nhân viên nhiệt tình, thân thiện, phòng sạch sẽ, tiện nghi hiện đại chỗ nghỉ trung tâm đi lại rất thuận lợi",0,4,0,0,0,0
3082,"Bán hàng thiếu chuyên nghiệp , nhân viên không nhiệt tình, đứng nói chuyện riêng không hướng dẫn khag, sản phẩm thi thiêu các size, chủ yếu trưng cho có",0,0,0,0,0,2
754,Kinh nghiệm cho bản thân và cho bạn khi đến khu vực nhơn lý . sử dụng dịch vụ kì co eo gió. Ăn uống hải sản tại nhà hàng bên nhơn lý . mình thì đi nhiều nhà hàng . thấy bên bảo Nam có nhiều thứ để bạn tìm hiểu dịch vụ ăn uống bên này . Rất đáng đồng tiền bát gạo .,0,0,5,5,0,0
759,Đến quán thấy không gian quán khá ấn tượng với màu vàng chủ đạo. Nhưng mà bàn thì hơi dơ và tường thì loang lổ vết sơn tróc. 😌. Mình gọi trà sữa lắc trà đen nhưng mà ko thật sự ấn tượng. Vị nhạt tuy là cũng có dễ uống. Nhưng trân châu quá ngon. Dai vừa phải và ko bị cứng hay sượng. Ko phải quán nào cũng được điều này đâu 😊. Nhân viên order và phục vụ đều rất ổn,0,0,0,5,0,0
418,"Nhân viên quán nhiệt tình, chăm chỉ. Đồ ăn đa dạng đặc biệt là hải sản tươi sống. Hôm ăn có cá sơn khá ngon, hàu mỡ hành ngon và xìa hấp ngọt. Giá cả hợp lí. Nghe quán có có bọ biển nhìn lạ. Sẽ quay lại",0,0,0,5,0,0
2811,"Hàng hóa đa dạng, bên cạnh đó còn có khu vui chơi dành cho trẻ con, khu chiếu phim.",4,0,0,0,0,4
97,"Giá cả hợp lý trong mùa dịch, chất lượng tốt, có dịp sẽ ghé lại.",0,0,0,0,0,5
5278,"Nhà hàng rộng, thoáng mát, sức chứa 1000 thực khách, có nơi đỗ ô tô thoải mái.",0,0,5,0,0,0
633,Nhà khách bình dân. Nhưng đầy đủ tiện nghi.,0,5,0,0,0,0
3112,"Đây là điểm đến thú vị để quan sát hoạt động của Bưu điện: nhận và gửi thư. Nhịp sống hối hả, hãy lưu giữ những khoảnh khắnc sống chậm đầy ý nghĩa.",0,0,0,0,0,0
4633,"Khung cảnh thoáng mát, view trực tiếp ra bãi biển. Có lối đi bộ và ghế đá sạch sẽ, không có rác tuy nhiên hơi ít thùng rác và thùng rác hơi nhỏ, cần bổ sung thêm._x000D_
",0,5,0,0,0,0
638,"Cực kỳ tẻ nhạt. Nhân viên thái độ hời hợt, bưng đồ cho khách mà mặt ko thèm cảm xúc, ko 1 câu mời khách. Vừa làm vừa đeo tai nghe. Đồ ăn thì chán thôi rồi, cơm chưa chín đã mang cho khách ăn",0,0,0,1,0,0
3968,"Thật tuyệt vời khi vừa có thể ngắm nhìn biển, núi và thành phố ngay tại khách sạn Apus. Mình thự sự rất hài lòng với những dịch vụ tại đây và nhân viên rất thân thiện. Nhất định sẽ quay lại đây",0,4,0,0,0,0
4359,"Nhưng đóng tiền lời năm nay của trung tâm gì mua sắm giá cả rất hợp lý, các mặt hàng thì đa dạng từ chủng loại cho tớ số lượng.Đặc biệt bên trong chiều thì con có bán thức ăn nấu sẵn và phục vụ ăn tại chỗ với giá cả rất hợp lý chỉ từ 20.000 đồng một suất ăn là một điểm đến mua sắm cho mọi ở nhà",0,0,0,0,0,5
2664,"Mùa này biển đẹp, sóng vừa phải nên dễ tắm. Tuy nhiên phần bãi phía bắc hơi bị nhiều bùn.",3,0,0,0,0,0
4172,"Không còn ngon như trước, thấy có khách đoàn ghé nên không còn chú trọng vào thức ăn , giữ xe chảnh chẹ",0,0,0,2,0,0
2238,"Ở gần trung tâm nên gì cũng có, rất tiện ích và sầm uất",0,3,0,0,0,0
4009,"Bãi Đá Trứng còn có tên gọi khác là bãi Hoàng Hậu vì xưa kia, Nam Phương Hoàng Hậu - vợ vua Bảo Đại - vị hoàng đế cuối cùng của triều Nguyễn từng chọn nơi đây làm bãi tắm riêng.  Người dân địa phương quen gọi nơi đây là bãi Hoàng Hậu cho đến tận bây giờ...Từ đồi Thi Nhân - nơi có mộ phần của thi sĩ Hàn Mặc Tử nằm gần bãi Đá Trứng nhìn về phía biển sẽ thấy cảnh đẹp nên thơ của bãi đá này.",5,0,0,0,0,0
2107,"Chất lượng xe ổn. Giá cả nằm tầm trung so với mặt bằng. Nhân viên thân thiện, vui vẻ..Điểm trừ duy nhất là cách tính thời gian thuê theo ngày nên hơi thiệt cho những người nhận xe từ trưa hoặc đầu chiều, trong thời điểm thấp điểm nếu tính theo 24h thì hoàn hảo hơn (hỗ trợ tối đa người dùng). Tuy nhiên cũng không ảnh hưởng nhiều..Thanks",0,0,0,0,4,0
3249,"cảm thấy nhẹ nhàng, yên bình đến lạ với ngôi làng này. Đẹp cổ kính màu sắc những căn nhà pha trộn điều có sự sắp xếp một cách thông mình của người tạo ra nó. Nên bảo quản di tích nơi đây",4,0,0,0,0,0
4401,"Đến quán vào một buổi sáng tầm 8h nên khá đông khách ăn sáng, quán nằm gần chợ nhưng sạch sẽ, cô chủ thân thiện và nhanh nhẹn, 1 suất bánh hỏi lòng heo bao gồm bánh hỏi, lòng heo, rau sống, nước mắm và 1 tô cháo loãng để ăn kèm vs lòng lợn. Dĩa lòng thì gồm dồi, lòng, thịt heo, bao tử, gan,... trông rất hấp dẫn. Do lần đầu tiên ăn nên mình thấy hơi lạ, tuy nhiên cũng khá ngon, lòng hơi nguội nên mình không được vừa ý lắm, cháo ngon. Nước chấm hơi mặn tí xíu, nhạt lại nữa thì ok hơn. Giá cho 2 suất bánh hỏi lòng heo + 1 sữa đậu nành là 75k. Đáng tiền.",0,0,0,5,0,0
3721,"có tổng cộng 3 rạp, phục vụ phim 2D và 3D, rạp 3D không ấn tượng, âm thanh 7.1 tạo cảm giác chân thực, có điều các hàng ghế chính giữa hay ngồi bẩn quá, (hàng G,H), rạp nhỏ nên khó nâng cấp lên Imax",2,0,0,0,0,0
854,"Tên bãi trứng có lẽ do có nhiều viên đá tròn cạnh biển, hình dạng nhìn giống quả trứng._x000D_
Cảnh biển thì lúc nào cũng đẹp nhẹ nhàng. Nơi đây có vẻ là nơi du khách ghé chụp hình khá nhiều.",5,0,0,0,0,0
3861,"Lúc đầu hơi hoang mang xíu vì quán nhìu món quá k bít lựa món chi :v khúc giữa thì hơi hoang mang vì đồ ăn ngon mà sao rẻ dữ vậy ta :)) khúc cuối thì hoang mang tột độ vì đã biết rẻ mà k nghĩ tới mức độ rẻ kinh khủng như vậy :)) tóm lại là quán hài lòng về quán luôn, đồ ăn ngon, không gian cũng ổn nữa, phục vụ tận tình dễ sợ luôn, hài lòng quá trời k có chỗ nào chê hết, mà thích nhất là cái lẩu tả pín lù có cá ngừ đại dương ngon quá chời, nước ngọt kinh khủng. Sẽ ghé lại để thưởng thức những món khác nhá",0,0,0,5,0,0
2132,"Yên bình, gió thoảng, biển xanh, cát mịn.Ít người, không rác, sạch sẽ.Nước không trong như Kỳ Co nhưng màu nước lên vẫn đẹp",4,0,0,0,0,0
3179,"Sakura luôn là lựa chọn đầu tiên mỗi khi mình muốn mua đồ đông đi du lịch. Shop rất đa dạng mẫu mã từ áo len, áo khoác dạ, áo khoác phao... mẫu nào cũng đẹp, chất vải dày dặn. Sẽ luôn ủng hộ shop.",0,0,0,0,0,5
4076,"Cũng tạm chủ yếu dô mua phải biết trả giá đồ í vs lại là dô xỏ khuyên thui à cũng tạm_x000D_
",0,0,0,0,0,3
1911,"Cơ sở vật chất thì tuyệt vời nhưng thái độ cư xử tệ hại. Membership số id 199213102718 đã ở rất nhiều lần và complaint liên tục nhưng vẫn ko thể cải thiện nổi một chút về sự niềm nở của nhân viên dành cho khách. 4 lần đến và đi đều mang …_x000D_
",0,4,0,0,0,0
894,"Có không gian thoáng mát, không ngừng luân lưu và bổ sung dưỡng khí từ biển. Cảnh quan tương đối hài hòa với thiên nhiên. Mật độ các thiết chế phục vụ vui chơi vừa phải, bố trí khá hợp lý. Quan trọng nhất là đã thật sự thu hút đối tượng thiếu nhi.",4,0,0,0,0,0
850,Quy Nhơn - Dốc Quy Hoà - nhà thơ Hàn Mặc Tử..Bãi biển Quy Hoà nằm phía nam thành phố Quy Nhơn được tách biệt bởi núi. Nằm độc lập tại vùng eo dọc bờ biển tạo nên lợi thế để Quy Hoà là một nơi có khí hậu vô cùng thoáng mát. Chính vì vậy ở đây là nơi rất tốt để bạn và bạn bè của mình lựa chọn để có kỳ nghỉ thật tuyệt nhá. Đến Quy Nhơn hãy ghé Quy Hoà thăm mộ Hàn Mặc Tử bạn nhá.,5,0,0,0,0,0
2129,"Là quán duy nhất bán mì cay vào cả buổi sáng nên cứ thèm khi nào là đi ăn khi đó ngay . Không gian tương đối rộng rãi, bàn ghế nhìn sạch sẽ. Sợi mì này không phải sợi mì tôm đâu , ăn vào sẽ thấy rất lạ ^^ Không gian quán nhìn cũng sạch sẽ và thoáng mát nữa .Mình mới gọi tô mì cay cấp độ 1 mà nước mắt nước mũi chảy dàn dụa rồi thì ko hiểu cấp độ 7 hắn kinh khủng như nào. Nguyên bàn mình xài gần hết cái hộp giấy quán người ta, thật là dị quá đi mà :(((",0,0,0,5,0,0
3898,"Mẫu mã đầy đủ, nhân viên rất thân thiện",0,0,0,0,0,4
1366,"Ra hồ Xuân Hương với chợ chắc tầm 5-8 phút, check in tự động nhanh chóng, hỗ trợ zalo nhiệt tình",0,5,0,0,0,0
1838,"Tôi cám ơn công ty đã tạo điều kiện cộng tác và làm việc cùng nhau . Góp phần tăng thu nhập cho anh em tài xế xe tư nhân ._x000D_
Các bạn ủng hộ Uber Bình Định nhé",0,0,0,0,4,0
3634,"Hôm qua mình ghé CGV kim cúc plaza (Quy Nhơn) để xem phim, chọn ghế couple. Tuy nhiên không hiểu rạp có “bố trí thêm” hàng ghế phía trước không mà rất chật chội, mình không thể duỗi thẳng chân ra được. Mình ngồi co chân lại rồi mà người hàng ghế phía trước hễ dựa vào là đụng luôn chân mình. Bên cạnh đó, người ngồi trên hàng ghế cũng che luôn tầm nhìn phía dưới màn ảnh rộng. Đi trải nghiệm rất không thoải mái vì co chân suốt 2 tiếng đồng hồ. Ngoài ra đèn màn hình khá là tối, xem không được thoải mái như ở Sài Gòn. Mong quản lý rạp phim xem xét điều chỉnh các vấn đề trên để khách hàng có trải nghiệm tốt hơn.",2,0,0,0,0,0
206,"Du lịch Quy Nhơn thì nên đến nhà hàng này, ngon bổ rẻ",0,0,5,5,0,0
2414,"Mình và nhóm bạn đã đến Lang chài Nhơn Lý vào cuối tháng 7, đầu tháng 8… đúng vào thời điểm lý tưởng nhất, cảnh đẹp, đồ ăn ngon. Bọn mình không nghĩ chuyến đi này lại ưng ý đến vậy. Các bạn thử đi nhé!",5,0,0,4,0,0
3676,"Tôi ở lại Hồ Chí Minh trong bốn ngày tại khách sạn ở quận 1 và đây là những dịch vụ taxi mà chúng tôi sử dụng trong suốt thời gian của chúng tôi._x000D_
 Nó là một trong đó được giới thiệu bởi các nhân viên khách sạn và đây là những người mà bạn bè địa phương của tôi nói rằng chúng ta nên sử dụng nếu chúng tôi muốn họ làm theo đồng hồ và không chỉ đưa ra một mức giá! Cho đến nay thông qua chuyến đi của chúng tôi, tôi sẽ nói rằng có hiệu quả và hữu ích.",4,0,0,0,4,0
5094,"Bobo station trần cao vân, hôm nay có dịp ghé bobo trần cao vân uống , nước uống ở bobo thì ngon rồi không gian tuy nhỏ nhưng cách bố trí khiến cảm giác bước nào không nhỏ tí nào , nay mùa noel nên quán trang trí khá đẹp mắt , nay cũng sống ảo được vài tấm ưng ý , chỉ là bobo oqr trần cao vân hơi xa nơi mình ở nên mình hay ghé bobo diên hồng hơn , nhưng nước uống vẫn rất chất lượng , quán lúc nào cũng tấp nập khách , mình hay order trà ô long , có dịp các bạn nên thử , mùi vị khá hấp dẫn,",0,0,0,4,0,0
4243,"30/4 vừa rồi đông khách, vợ mình đợi 30"" chưa đi được thang máy.",0,3,0,0,0,0
2082,"Vườn hoa rộng, thoáng, sạch, sát biển. Cạnh khách sạn Hải âu..Khu vui chơi trẻ em hoạt động các buổi tối và cả ngày vào t7, chủ nhật. Nhiều trò như bể bóng, xe điện, bể câu cá, đu quay...",4,0,0,0,0,0
2053,"Ăn ngon, phục vụ nhiệt tình. Giá cao so với các nhà hàng khác ở Quy Nhơn nhưng cũng ko phải là quá đắt đỏ",0,0,4,5,0,0
2184,"Trên hình google đẹp nhưng đến nơi thì mới thấy thực tế. Đi vào giờ chiều nên đông khách du lịch._x000D_
Cảnh đẹp nhưng rác rất nhiều. Hy vọng ban điều hành khu du lịch trang bị thùng rác đầy đủ_x000D_
Bãi chỉ có highlight là mấy hòn đá to, dạng như quả trứng._x000D_
Bác bảo vệ hơi làu bàu",1,0,0,0,0,0
376,"Do đi ra sân bay gắp nên chỉ có thể mua phần kfc mang đi thôi, mình gọi 1 phần combo gồm có 1 hamburger bò, 1 khoai tây chiên và 1 ly nước ngọt để uống, theo mình cảm nhận thì đồ ăn của chuỗi của hàng kfc có thể nói là khá giống nhau rồi nên cực kỳ ưng chất lượng sản phẩm chổ này luôn, đồ ăn mang đi tới sân bay vẫn còn hơi ấm ấm nên ăn cũng ngon lắm mà miếng hamburger khá là to ăn mà no căng cái bụng luôn ấy chứ, khoai tây chiên thì hơi dầu mỡ thấm tràn ra cả giấy gói",0,0,0,5,0,0
1914,Mộ cụ Hàn nhìn xuống toàn bộ cảnh biển rất đẹp và yên bình. Tưởng nhớ nhà thơ tài hoa bạc mệnh.,5,0,0,0,0,0
47,"Khách sạn Quy Nhơn gần biển đẹp nhất mà mình biết._x000D_
Ấn tượng với view tầng 6 nhìn ra bãi biển và đường chân trời._x000D_
Phục vụ và đồ ăn thì quá ưng rồi._x000D_
Nói chung phù hợp với những thành phần sống ảo như mình._x000D_
",0,5,0,0,0,0
1438,"Đồ ăn ngon. Nhà hàng đẹp, sạch sẽ. Khu vệ sinh",0,0,5,5,0,0
3001,"Thật ra quán này rất nổi tiếng,nhưng mỗi năm mình chỉ dám đến một lần,vì giá cả hơi đắt,nên chỉ dành cho khách du lịch với có lẽ người thuộc tầm trung trở lên, quán đầu tư trang trí và view rất nhiều, buổi tối là không gian lung linh hết cả một góc trời,vô cùng rộng vì nó trải dài theo bờ biển Quy Nhơn thích hợp để hẹn hò thì lãng mạn không tả nổi luôn, không ngồi một lần thì cũng hơi phí thanh xuân, nước uống thì bình thường như những quán khác,không có gì đặc biệt, đồ uống cũng trang trí không có đẹp mắt.",0,0,0,4,0,0
3461,Nơi đây mọi người có thể đi dã ngoại rất lý tưởng. Không gian ngiều cây cối rất mát mẻ.,5,0,0,0,0,0
477,Yêu nơi này. Không khí tuyệt vời. Thức ăn ngon và nhân viên rất thân thiện. Chúng tôi đến đây hai lần trong một ngày để thử những thứ khác nhau.,5,0,5,5,0,0
4683,"Đồ ăn ngon, nhà hàng sang trọng, nhân viên nhiệt tình thân thiện ❤️❤️❤️",0,0,5,5,0,0
3887,"... Trên và ngoài 'cuộc gọi của nhiệm vụ', người lái xe từ sân bay đã gọi điện có lẽ nửa giờ sau khi đưa chúng tôi xuống để nói rằng vợ tôi đã _x000D_
để quên một chiếc áo khoác trong xe và anh ấy sẽ trở về khách sạn cùng. Những gì nhiều hơn có thể được yêu cầu cho? Chúng tôi đã rất biết ơn và đánh giá cao.",5,0,0,0,5,0
3183,Ok mua sắm nhưng rất nóng. Nơi tốt cho quà lưu niệm Sài Gòn hoặc Việt Nam. Giá cả khá tốt trên một số mặt hàng.,0,0,0,0,0,0
4721,"Bữa sáng k phong phú mấy, ít đồ ăn. tầm 8h30 là hết đồ. đồ ăn bình thường . điều hòa phòng mình k mát mấy, mình phải nhờ lễ tân lấy thêm quạt.",0,2,0,2,0,0
1307,"Chúng tôi đến đây đói - và bỏ đói. Nhà bếp đóng cửa lúc 9h30 tối và đã hết cơm và một số món ăn khác. Các nhân viên đang thu dọn đồ đạc khi chúng tôi rời đi lúc 10 giờ tối. Thức ăn là như vậy, và Dịch vụ thì thờ ơ. Tránh xa.",1,0,1,0,0,0
1320,"Mình rất hài lòng về chuyến du lịch lần này của mình cám ơn bạn chủ lựa chọn cho team mình những con xe tốt chất lượng. Trời nắng cũng tặng áo mưa OK cam ơn. Đã thuê đc chiếc xe máy đi lại rất tốt lại còn hỗ trợ áo mưa kèm theo một lít xăng và bản đồ nữa, rất ok, nhân viên nhiệt tình chỉ dẫn ,nếu quay lại hẹn gặp lại các bạn vào một ngày không xa ở Quy Nhơn nhé",0,0,0,0,5,0
1266,"Thị trường có tất cả các loại quần áo bạn cần và với một phần nhỏ của giá, chỉ khi bạn chuẩn bị mặc cả có thể khá thú vị!",0,0,0,0,0,3
5076,"Quán có không gian đẹp, sang trọng và nhỏ nhắn dễ thương phù hợp cho các bạn teen muốn sống ảo các kiểu... mình biết đến quán cũng tình cờ đi ngang và ghé vào ăn thử món trái cây tô... ở đây có nhiều loại vị có thể ăn kèm với trái cây và sữa chua... trái cây thì đủ loại đa dạng và tươi nha... nên ăn rất mát và ngon nha... các bạn nữ nào muốn đẹp da thì tới ăn nhé... rất tốt đó nha... địa chỉ hơi khó tìm 1 chút nhưng đổi lại không gian cực kì đẹp, các bạn sẽ ko phải thấy thất vọng đâu...",0,0,0,5,0,0
277,"Hòn khô đẹp, sóng yên hơn Kỳ Co, biển trong xanh, lên ảnh đẹp lắm nha. Ở đây mình lượn rất nhiều ốc, xinh lắm, có mấy mẩu san hô gãy dạt vào biển nên mình nhặt luôn._x000D_
Mình còn đi phao chuối nữa, cảm giác thích mê lắm_x000D_
Mình chỉ tiếc là lúc chiều ra hơi muộn nên phần đường đi giữa biển bị sóng lên cao quá chưa chụp được._x000D_
Nếu các bạn đi nên đi vào buổi sáng hoặc trưa để thấy được bãi cát giữa biển lớn nha :D mình nhìn trên ảnh đẹp lắm đó",5,0,0,0,0,0
1704,Các trình điều khiển đã thân thiện và sử dụng đồng hồ tính phí công bằng và hợp lý,0,0,0,0,4,0
4311,"Cảnh quang tạm được. Không có nhiều dịch vụ vui chơi. Xung quanh nhiều nhà hàng biển. Đồ ăn giá khá cao_x000D_
",3,0,0,3,0,0
2926,"Từ trước đến giờ, hình như mặc định trong suy nghĩ của người dân Quy Nhơn: Cơm gà thì phải nói tới Quê Hương. Nhưng khoảng 2,3 năm trở lại đây, quán cơm gà mới xuất hiện nhiều hơn. Một trong số đó, đang rất thành công chính là Cơm Gà Trống. Mình tới vào 1 buổi chiều sau 3 ngày nghỉ lễ. Quán có mặt tiền khá thoáng đãng, không gian bên trong rất ấm cúng, sạch sẽ. Bàn ghế, muỗng, nĩa, tương ớt, xì dầu,.. tất cả đều rất chỉnh chu, ngắn nắp. Mình gọi 2 phần, 1 cơm gà xối mỡ và 1 cơm gà chiên mắm. Sau khi ăn xong, mình xin được só sánh ngắn gọn với Cơm gà Quê Hương(QH) như sau: - Ưu điểm: quán phục vụ cực nhanh, nhân viên dễ thương, không gian quán nhìn gần gũi, quan trọng nhất là giá cả cực kì rẻ so với QH (có hình menu kèm giá), free trà đá theo kiểu mỗi người 1 ly, cơm và gà rất ngon. - Nhược điểm: không gian quán không lớn lắm, chỉ phuc vụ cùng lúc được tầm 20-30 người, gà chiên hay xối mỡ so với QH còn khoảng cách về chất lượng ở lớp da giòn, phải công nhận QH chiên gà lớp da cực ngon. Tóm lại: nếu bạn là khách du lịch đi theo nhóm hoặc khách lẻ, mong muốn có 1 đĩa cơm gà đầy ắp với giá cực iu thương thì Gà Trống là lựa chọn hàng đầu khi đến Quy Nhơn.",0,0,0,4,0,0
5077,"Lẩu hải sản không được ngon lắm. Giá trung bình chứ cũng không rẻ. Sạch sẽ, nhân viên nhiệt tình",0,0,0,3,0,0
996,"Bãi biển và cảnh biển đẹp, dịch vụ ổn ko quá đắt, trải nghiệm đi ca nô ra đảo cho cảm giác mạo hiểm phấn khích._x000D_
",4,0,0,0,0,0
2819,"Xem review thấy khen ngon mà sao đi ăn thấy hơi bị thất vọng. Nước phá lấu nhìn giống phá lấu trong sài gòn, ăn cũng có vị ngọt ngọt nhưng kết hợp với mì tôm thì thật thảm họa 😂. Mình ăn chả thấy ngon gì luôn. Mà sao dân tình khen dữ vậy trời. Bên Hai Bà Trưng tuy nhìn ko ngon nhưng ăn hợp khẩu vị hơn. Đc cái là thịt, lòng, gan nhiều thoy. Có lẽ ăn với bánh mì đỡ hơn nhưng mình nghĩ mình chả hợp với khẩu vị của quán đây. Cảm thấy hơi bị tiếc 20k 😐",0,0,0,1,0,0
714,Bãi biển đẹp. Gần công viên thiếu nhi. Thích hợp cho trẻ em. Và cho ng lớn nữa.,4,0,0,0,0,0
2329,"Không gian thư giãn, rộng rãi, nhạc jazz, ấm cúng nhưng sang trọng, giá hợp lý. Quản lý và các bạn nhân viên rất thân thiện và chuyên nghiệp. Gọi một set lẩu tôm hùm bàn 6 món cho hai người ăn thoải mái. Tôm tươi sống, biểu diễn cắt tiết ngay tại bàn. Trong set có món bò và gỏi ốc khá vừa miệng, nước lẩu vị cốt dừa hợp với tôm hùm. Cooktail ngon, nên thử. Nhà hàng còn phục vụ thêm một món nước trái cây khai vị.",0,0,5,5,0,0
2587,"Hè dịp mình đi du lịch ở thành phố Quy Nhơn - Bình Định, trời nắng nóng nên tìm quán trà sữa trú, phải nói là tìm được quán quá ưng ý, thức uống ngon, giá hợp lý gặp anh chị nhân viên lại nhiệt tình và dễ thương hết sức ❤️😆.",0,0,0,5,0,0
2261,"Ngay trung tâm nên tiện đi lại, việc check in thuận tiện ko mất nhiêu thời gian, phòng sạch sẽ",0,5,0,0,0,0
2608,"mình đến du Quy Nhơn du lịch và cần thuê xe máy để đi dạo, được bạn tour guide giới thiệu dịch vụ cho thuê xe máy Hoài Bảo tại 27A Hoàng Hoa Thám. Bạn chủ rất nhiệt tình, tư vấn kỹ càng và mang xe tận nơi đến khách sạn cho mình, lúc trả xe bạn ấy cho người đến tận nơi lấy, rất chuyên nghiệp. Xe đi êm, lợi xăng, giá rẻ hơn rất nhiều so với việc di chuyển bằng grab hoặc taxi. Chúc bạn ngày càng có thêm nhiều chi nhánh mới và phát triển rực rỡ hơn nữa nhé ",0,0,0,0,4,0
1311,"Không gian nhà hàng đẹp, rộng rãi thoáng mát. View nhìn ra biển đẹp và sạch. Thức ăn ở đây chế biến rất ngon và hợp khẩu vị của mình. Rau cải rất tươi, nước chấm pha ngon, cá chiên béo và giòn. Nhân viên phục vụ rất lịch sự và nhiệt tình, xin thêm gì là thấy đem lên rất nhanh. Nói chung đây là nhà hàng được nhất trong cả chuyến đi 3 ngày ở Quy Nhơn của công ty mình. Tuy nhiên không biết sao trên bàn mình có một hộp gì không biết. Mong nếu có dịp sẽ ghé để thưởng thức thêm các món ăn ở nhà hàng này nữa.",0,0,5,5,0,0
3226,Cửa hàng nhỏ nhưng nhiều hàng hơn mấy chổ khác. Nhân viên không được thân thiện lắm,0,0,0,0,0,3
4475,Phòng cách âm không tốt. Tối ngủ nghe tiếng động của các phòng khác và tiếng máy giặt hơi ồn,0,2,0,0,0,0
